CarPlate,Price,Company,Number,Number of digits,Front Characters,Suffix characters,Total number of characters,Same digit througout,Sub repeated digits
GW25A,6800,Carplate,25,2,GW,A,5,0,0
SBB5577K,6800,Carplate,5577,4,SBB,K,8,0,1
SFG6655M,6800,Carplate,6655,4,SFG,M,8,0,1
SJU500U,6800,Carplate,500,3,SJU,U,7,0,1
SJJ42H,6800,SGCarMart,42,2,SJJ,H,6,0,0
SMS4888A,6800,SGCarMart,4888,4,SMS,A,8,0,1
SGN3113G,6800,SGCarMart,3113,4,SGN,G,8,0,1
SMJ14D,6800,SGCarMart,14,2,SMJ,D,6,0,0
SJF97X,6800,SGCarMart,97,2,SJF,X,6,0,0
SMS400A,6800,SGCarMart,400,3,SMS,A,7,0,1
SJR34P,6800,SGCarMart,34,2,SJR,P,6,0,0
SKG47Z,6800,SGCarMart,47,2,SKG,Z,6,0,0
SKG92S,6800,SGCarMart,92,2,SKG,S,6,0,0
SND56C,6800,SGCarMart,56,2,SND,C,6,0,0
SDB87S,6800,CarPlateMart,87,2,SDB,S,6,0,0
SKZ57U,6800,CarPlateMart,57,2,SKZ,U,6,0,0
SGC1313s,6800,CarPlateMart,1313,4,SGC,s,8,0,0
SLM73D,6800,CarPlateMart,73,2,SLM,D,6,0,0
SDA6688Z,6800,CarPlateMart,6688,4,SDA,Z,8,0,1
SLU6565U,6800,CarPlateMart,6565,4,SLU,U,8,0,0
SJA64S,6800,CarPlateMart,64,2,SJA,S,6,0,0
SFG6655M,6800,CarPlateMart,6655,4,SFG,M,8,0,1
SKR57L,6800,CarPlateMart,57,2,SKR,L,6,0,0
SCJ180A,6789,SGCarMart,180,3,SCJ,A,7,0,0
SJP7778R,6778,Carplate,7778,4,SJP,R,8,0,1
SGH700M,6700,Carplate,700,3,SGH,M,7,0,1
SGA369Z,6666,Carplate,369,3,SGA,Z,7,0,0
SKC1818E,6666,CarPlateMart,1818,4,SKC,E,8,0,0
SLW6662L,6662,Carplate,6662,4,SLW,L,8,0,1
FM666P,6660,Carplate,666,3,FM,P,6,1,1
SLG6655S,6655,CarPlateMart,6655,4,SLG,S,8,0,1
SKH116C,6600,Carplate,116,3,SKH,C,7,0,1
SJU606Z,6600,CarPlateMart,606,3,SJU,Z,7,0,0
SJT47S,6600,CarPlateMart,47,2,SJT,S,6,0,0
SLM79M,6588,CarPlateMart,79,2,SLM,M,6,0,0
SKA1555Z,6550,CarPlateMart,1555,4,SKA,Z,8,0,1
SMM655M,6550,CarPlateMart,655,3,SMM,M,7,0,1
SKS6655R,6500,Carplate,6655,4,SKS,R,8,0,1
SGF987M,6500,Carplate,987,3,SGF,M,7,0,0
SJV50X,6500,SGCarMart,50,2,SJV,X,6,0,0
SNF34E,6500,SGCarMart,34,2,SNF,E,6,0,0
SCA35J,6500,CarPlateMart,35,2,SCA,J,6,0,0
SKS6655R,6500,CarPlateMart,6655,4,SKS,R,8,0,1
SCV7373B,6500,CarPlateMart,7373,4,SCV,B,8,0,0
SKL1288L,6500,CarPlateMart,1288,4,SKL,L,8,0,1
SJF64R,6500,CarPlateMart,64,2,SJF,R,6,0,0
SCK64Y,6400,Carplate,64,2,SCK,Y,6,0,0
SMQ3338M,6400,SGCarMart,3338,4,SMQ,M,8,0,1
SMQ878R,6400,SGCarMart,878,3,SMQ,R,7,0,0
SMQ338H,6400,SGCarMart,338,3,SMQ,H,7,0,1
SMX3388G,6388,Carplate,3388,4,SMX,G,8,0,1
SBK8388Y,6388,Carplate,8388,4,SBK,Y,8,0,1
SKG338J,6338,CarPlateMart,338,3,SKG,J,7,0,1
SKC336K,6336,Carplate,336,3,SKC,K,7,0,1
SMH6301X,6301,Carplate,6301,4,SMH,X,8,0,0
SKV6363S,6300,Carplate,6363,4,SKV,S,8,0,0
SCG600X,6300,Carplate,600,3,SCG,X,7,0,1
SGL67L,6300,SGCarMart,67,2,SGL,L,6,0,0
SJQ97M,6300,SGCarMart,97,2,SJQ,M,6,0,0
SLQ6888J,6300,CarPlateMart,6888,4,SLQ,J,8,0,1
SFD51K,6300,CarPlateMart,51,2,SFD,K,6,0,0
SLJ120S,6288,Carplate,120,3,SLJ,S,7,0,0
SNB60A,6288,SGCarMart,60,2,SNB,A,6,0,0
SMJ50Z,6288,SGCarMart,50,2,SMJ,Z,6,0,0
SBY628J,6280,Carplate,628,3,SBY,J,7,0,0
SBQ7000R,6200,SGCarMart,7000,4,SBQ,R,8,0,1
SGQ79B,6200,CarPlateMart,79,2,SGQ,B,6,0,0
SKZ7788Y,6188,CarPlateMart,7788,4,SKZ,Y,8,0,1
SMR6186J,6186,Carplate,6186,4,SMR,J,8,0,0
SNB618S,6185,Carplate,618,3,SNB,S,7,0,0
SMW46T,6100,SGCarMart,46,2,SMW,T,6,0,0
SMV200U,6100,SGCarMart,200,3,SMV,U,7,0,1
SDT48K,6100,CarPlateMart,48,2,SDT,K,6,0,0
SMQ8088B,6088,CarPlateMart,8088,4,SMQ,B,8,0,1
SBQ6767T,6000,Carplate,6767,4,SBQ,T,8,0,0
SNF168C,6000,Carplate,168,3,SNF,C,7,0,0
SCK2688J,6000,Carplate,2688,4,SCK,J,8,0,1
SMK97J,6000,Carplate,97,2,SMK,J,6,0,0
SNB113G,6000,Carplate,113,3,SNB,G,7,0,1
SCY3399M,6000,Carplate,3399,4,SCY,M,8,0,1
SKK5666H,6000,Carplate,5666,4,SKK,H,8,0,1
SJZ4545M,6000,Carplate,4545,4,SJZ,M,8,0,0
FL1010E,6000,Carplate,1010,4,FL,E,7,0,0
SBT273A,6000,Carplate,273,3,SBT,A,7,0,0
SKQ2828X,6000,Carplate,2828,4,SKQ,X,8,0,0
SGC2008S,6000,Carplate,2008,4,SGC,S,8,0,1
SKU1989A,6000,Carplate,1989,4,SKU,A,7,0,0
SLV757S,6000,Carplate,757,3,SLV,S,7,0,0
SDG2666G,6000,Carplate,2666,4,SDG,G,8,0,1
SJR5444G,6000,Carplate,5444,4,SJR,G,8,0,1
SJD3131X,6000,Carplate,3131,4,SJD,X,8,0,0
SDP2011Z,6000,Carplate,2011,4,SDP,Z,8,0,1
SKU485T,6000,Carplate,485,3,SKU,T,7,0,0
SFU2882B,6000,Carplate,2882,4,SFU,B,8,0,1
AZ246J,6000,Carplate,246,3,AZ,J,6,0,0
SKC228P,6000,Carplate,228,3,SKC,P,7,0,1
SMQ727T,6000,CarPlateMart,727,3,SMQ,T,7,0,0
SKL7700Z,6000,CarPlateMart,7700,4,SKL,Z,8,0,1
SMK444R,6000,CarPlateMart,444,3,SMK,R,7,1,1
SCK2688J,6000,CarPlateMart,2688,4,SCK,J,8,0,1
SGP191P,6000,CarPlateMart,191,3,SGP,P,7,0,0
SNA5151T,6000,CarPlateMart,5151,4,SNA,T,8,0,0
SNB113G,6000,CarPlateMart,113,3,SNB,G,7,0,1
SKK5666H,6000,CarPlateMart,5666,4,SKK,H,8,0,1
SMY62K,6000,CarPlateMart,62,2,SMY,K,6,0,0
SBV7887R,6000,CarPlateMart,7887,4,SBV,R,8,0,1
SKJ3222Z,6000,CarPlateMart,3222,4,SKJ,Z,8,0,1
SBM7700A,6000,CarPlateMart,7700,4,SBM,A,8,0,1
SJQ799X,6000,CarPlateMart,799,3,SJQ,X,7,0,1
SDJ747D,6000,CarPlateMart,747,3,SDJ,D,7,0,0
SJG520K,6000,CarPlateMart,520,3,SJG,K,7,0,0
SJU233R,6000,CarPlateMart,233,3,SJU,R,7,0,1
SGV6888S,6000,CarPlateMart,6888,4,SGV,S,8,0,1
SJU9595L,6000,CarPlateMart,9595,4,SJU,L,8,0,0
SJF6661C,5999,Carplate,6661,4,SJF,C,8,0,1
SJQ799X,5999,Carplate,799,3,SJQ,X,7,0,1
SGT3999K,5999,CarPlateMart,3999,4,SGT,K,8,0,1
SBZ808B,5988,SGCarMart,808,3,SBZ,B,7,0,0
SMQ108E,5900,Carplate,108,3,SMQ,E,7,0,0
SFA59E,5900,Carplate,59,2,SFA,E,6,0,0
SKP8670A,5900,CarPlateMart,8670,4,SKP,A,8,0,0
SBL898P,5888,Carplate,898,3,SBL,P,7,0,0
SKG8288S,5888,Carplate,8288,4,SKG,S,8,0,1
SDJ8887E,5888,Carplate,8887,4,SDJ,E,8,0,1
SMR588Y,5888,Carplate,588,3,SMR,Y,7,0,1
SMP3311U,5888,Carplate,3311,4,SMP,U,8,0,1
SGT64C,5888,Carplate,64,2,SGT,C,6,0,0
SBJ927A,5888,Carplate,927,3,SBJ,A,7,0,0
SME7171M,5888,Carplate,7171,4,SME,M,8,0,0
FBM11B,5888,Carplate,11,2,FBM,B,6,1,1
SBU8688D,5888,Carplate,8688,4,SBU,D,8,0,1
SME118P,5888,Carplate,118,3,SME,P,7,0,1
SLJ595E,5888,Carplate,595,3,SLJ,E,7,0,0
SML8800M,5888,Carplate,8800,4,SML,M,8,0,1
SLG8999L,5888,Carplate,8999,4,SLG,L,8,0,1
SNC4444U,5888,Carplate,4444,4,SNC,U,8,1,1
SLH53M,5888,Carplate,53,2,SLH,M,6,0,0
SMS661M,5888,Carplate,661,3,SMS,M,7,0,1
SFS9991J,5888,Carplate,9991,4,SFS,J,8,0,1
SKE238A,5888,Carplate,238,3,SKE,A,7,0,0
SBJ2211T,5888,Carplate,2211,4,SBJ,T,8,0,1
SKK7979S,5888,Carplate,7979,4,SKK,S,8,0,0
SGD8885G,5888,Carplate,8885,4,SGD,G,8,0,1
SMV9888B,5888,Carplate,9888,4,SMV,B,8,0,1
SJG7626T,5888,Carplate,7626,4,SJG,T,8,0,0
SMF79M,5888,Carplate,79,2,SMF,M,6,0,0
SMN3690K,5888,Carplate,3690,4,SMN,K,8,0,0
SLK990S,5888,Carplate,990,3,SLK,S,7,0,1
SLN5888G,5888,Carplate,5888,4,SLN,G,8,0,1
SLC1331E,5888,Carplate,1331,4,SLC,E,8,0,1
SMQ9966K,5888,Carplate,9966,4,SMQ,K,8,0,1
SGB64Y,5888,Carplate,64,2,SGB,Y,6,0,0
SDU8585T,5888,Carplate,8585,4,SDU,T,8,0,0
SLW335X,5888,Carplate,335,3,SLW,X,7,0,1
SMK988M,5888,Carplate,988,3,SMK,M,7,0,1
SBD7733C,5888,Carplate,7733,4,SBD,C,8,0,1
SGH2323E,5888,Carplate,2323,4,SGH,E,8,0,0
SLB5005B,5888,Carplate,5005,4,SLB,B,8,0,1
SJS56X,5888,Carplate,56,2,SJS,X,6,0,0
SDD718U,5888,Carplate,718,3,SDD,U,7,0,0
SMM133C,5888,Carplate,133,3,SMM,C,7,0,1
SFC8338L,5888,Carplate,8338,4,SFC,L,8,0,1
SKV8555S,5888,Carplate,8555,4,SKV,S,8,0,1
SJA1755A,5888,Carplate,1755,4,SJA,A,8,0,1
SMK818X,5888,Carplate,818,3,SMK,X,7,0,0
SDN8288M,5888,Carplate,8288,4,SDN,M,8,0,1
SLR776H,5888,Carplate,776,3,SLR,H,7,0,1
SME400Z,5888,Carplate,400,3,SME,Z,7,0,1
SDX500A,5888,Carplate,500,3,SDX,A,7,0,1
SLP292Y,5888,Carplate,292,3,SLP,Y,7,0,0
SLS441T,5888,Carplate,441,3,SLS,T,7,0,1
SGR809G,5888,Carplate,809,3,SGR,G,7,0,0
SMU46D,5888,SGCarMart,46,2,SMU,D,6,0,0
SBB1686E,5888,SGCarMart,1686,4,SBB,E,8,0,0
SNB65L,5888,SGCarMart,65,2,SNB,L,6,0,0
SFQ30C,5888,SGCarMart,30,2,SFQ,C,6,0,0
SGS3377K,5888,SGCarMart,3377,4,SGS,K,8,0,1
SMH1118S,5888,SGCarMart,1118,4,SMH,S,8,0,1
SMH828H,5888,SGCarMart,828,3,SMH,H,7,0,0
SMH108C,5888,SGCarMart,108,3,SMH,C,7,0,0
SNF328H,5888,SGCarMart,328,3,SNF,H,7,0,0
SNF458R,5888,SGCarMart,458,3,SNF,R,7,0,0
SNF360M,5888,SGCarMart,360,3,SNF,M,7,0,0
SNF348A,5888,SGCarMart,348,3,SNF,A,7,0,0
SNE6000T,5888,SGCarMart,6000,4,SNE,T,8,0,1
SND500L,5888,SGCarMart,500,3,SND,L,7,0,1
SJE778U,5888,CarPlateMart,778,3,SJE,U,7,0,1
SMV9797E,5888,CarPlateMart,9797,4,SMV,E,8,0,0
SFJ5588P,5888,CarPlateMart,5588,4,SFJ,P,8,0,1
SLU5888U,5888,CarPlateMart,5888,4,SLU,U,8,0,1
SDQ2888E,5888,CarPlateMart,2888,4,SDQ,E,8,0,1
SFT8808H,5888,CarPlateMart,8808,4,SFT,H,8,0,1
SCK878R,5888,CarPlateMart,878,3,SCK,R,7,0,0
SKW4888C,5888,CarPlateMart,4888,4,SKW,C,8,0,1
SKE8880S,5888,CarPlateMart,8880,4,SKE,S,8,0,1
SMD785T,5888,CarPlateMart,785,3,SMD,T,7,0,0
SGS8883H,5888,CarPlateMart,8883,4,SGS,H,8,0,1
SML79G,5888,CarPlateMart,79,2,SML,G,6,0,0
SCP1188R,5888,CarPlateMart,1188,4,SCP,R,8,0,1
SGQ8778P,5888,CarPlateMart,8778,4,SGQ,P,8,0,1
SMF79M,5888,CarPlateMart,79,2,SMF,M,6,0,0
SMP41T,5888,CarPlateMart,41,2,SMP,T,6,0,0
SGD8333H,5888,CarPlateMart,8333,4,SGD,H,8,0,1
SGA59T,5888,CarPlateMart,59,2,SGA,T,6,0,0
SJY523H,5888,CarPlateMart,523,3,SJY,H,7,0,0
SDG112B,5888,CarPlateMart,112,3,SDG,B,7,0,1
SBF54P,5888,CarPlateMart,54,2,SBF,P,6,0,0
SDM8100B,5888,CarPlateMart,8100,4,SDM,B,8,0,1
SKL8228P,5888,CarPlateMart,8228,4,SKL,P,8,0,1
SDG6565M,5888,CarPlateMart,6565,4,SDG,M,8,0,0
SLM8886Y,5886,CarPlateMart,8886,4,SLM,Y,8,0,1
SMT3858M,5838,Carplate,3858,4,SMT,M,8,0,0
SDU2888J,5800,Carplate,2888,4,SDU,J,8,0,1
SBG686K,5800,Carplate,686,3,SBG,K,7,0,0
SKD138K,5800,Carplate,138,3,SKD,K,7,0,0
FBS8585C,5800,Carplate,8585,4,FBS,C,8,0,0
SDR1630H,5800,Carplate,1630,4,SDR,H,8,0,0
SKK578L,5800,Carplate,578,3,SKK,L,7,0,0
SLX1118U,5800,Carplate,1118,4,SLX,U,8,0,1
SLQ7778L,5800,Carplate,7778,4,SLQ,L,8,0,1
SKM975U,5800,Carplate,975,3,SKM,U,7,0,0
SGW6000G,5800,Carplate,6000,4,SGW,G,8,0,1
SKA979R,5800,Carplate,979,3,SKA,R,7,0,0
SDA899X,5800,SGCarMart,899,3,SDA,X,7,0,1
SNC62P,5800,SGCarMart,62,2,SNC,P,6,0,0
SNC50Z,5800,SGCarMart,50,2,SNC,Z,6,0,0
SMY300Z,5800,SGCarMart,300,3,SMY,Z,7,0,1
SDB87S,5800,SGCarMart,87,2,SDB,S,6,0,0
SDE46U,5800,SGCarMart,46,2,SDE,U,6,0,0
SML108G,5800,SGCarMart,108,3,SML,G,7,0,0
SML71C,5800,SGCarMart,71,2,SML,C,6,0,0
SJT79A,5800,SGCarMart,79,2,SJT,A,6,0,0
SLW95M,5800,SGCarMart,95,2,SLW,M,6,0,0
SNE42L,5800,SGCarMart,42,2,SNE,L,6,0,0
SNE60J,5800,SGCarMart,60,2,SNE,J,6,0,0
SBW3263T,5800,SGCarMart,3263,4,SBW,T,8,0,0
SND67X,5800,SGCarMart,67,2,SND,X,6,0,0
SJV303S,5800,CarPlateMart,303,3,SJV,S,7,0,0
SDU2888J,5800,CarPlateMart,2888,4,SDU,J,8,0,1
SKD138K,5800,CarPlateMart,138,3,SKD,K,7,0,0
SKC1000Y,5800,CarPlateMart,1000,4,SKC,Y,8,0,1
SLS330E,5800,CarPlateMart,330,3,SLS,E,7,0,1
SGB5454Y,5800,CarPlateMart,5454,4,SGB,Y,8,0,0
SGT3773U,5800,CarPlateMart,3773,4,SGT,U,8,0,1
SLA330A,5800,CarPlateMart,330,3,SLA,A,7,0,1
SDE133B,5800,CarPlateMart,133,3,SDE,B,7,0,1
SKN85B,5800,CarPlateMart,85,2,SKN,B,6,0,0
SJC3335E,5800,CarPlateMart,3335,4,SJC,E,8,0,1
GZ57S,5788,SGCarMart,57,2,GZ,S,5,0,0
SKL4444H,5777,SGCarMart,4444,4,SKL,H,8,1,1
SMY7778H,5777,CarPlateMart,7778,4,SMY,H,8,0,1
SCK5577B,5700,SGCarMart,5577,4,SCK,B,8,0,1
SLC57D,5700,CarPlateMart,57,2,SLC,D,6,0,0
SLF47S,5700,CarPlateMart,47,2,SLF,S,6,0,0
SKF53K,5700,CarPlateMart,53,2,SKF,K,6,0,0
SJL6976M,5688,Carplate,6976,4,SJL,M,8,0,0
SKE232R,5688,Carplate,232,3,SKE,R,7,0,0
SKL8718S,5688,CarPlateMart,8718,4,SKL,S,8,0,0
SMC7468T,5665,CarPlateMart,7468,4,SMC,T,8,0,0
SJM5658H,5658,Carplate,5658,4,SJM,H,8,0,0
SGS565D,5656,Carplate,565,3,SGS,D,7,0,0
SBN400V,5600,CarPlateMart,400,3,SBN,V,7,0,1
SKU79H,5600,CarPlateMart,79,2,SKU,H,6,0,0
SNB3434K,5588,Carplate,3434,4,SNB,K,8,0,0
SMY40Z,5588,Carplate,40,2,SMY,Z,6,0,0
SME9969R,5588,Carplate,9969,4,SME,R,8,0,1
GZ5656E,5588,SGCarMart,5656,4,GZ,E,7,0,0
SNC67B,5588,SGCarMart,67,2,SNC,B,6,0,0
SND103A,5588,SGCarMart,103,3,SND,A,7,0,0
SMR588Y,5588,CarPlateMart,588,3,SMR,Y,7,0,1
SMY40Z,5588,CarPlateMart,40,2,SMY,Z,6,0,0
SFG757S,5577,Carplate,757,3,SFG,S,7,0,0
FBQ2282B,5555,Carplate,2282,4,FBQ,B,8,0,1
FBG555E,5555,Carplate,555,3,FBG,E,7,1,1
SML146X,5555,Carplate,146,3,SML,X,7,0,0
FBL695H,5555,Carplate,695,3,FBL,H,7,0,0
GBH5555S,5555,Carplate,5555,4,GBH,S,8,1,1
SMF1000H,5555,SGCarMart,1000,4,SMF,H,8,0,1
SKH5353B,5555,CarPlateMart,5353,4,SKH,B,8,0,0
SKF5522R,5522,Carplate,5522,4,SKF,R,8,0,1
SGZ2002L,5500,Carplate,2002,4,SGZ,L,8,0,1
SBV97G,5500,SGCarMart,97,2,SBV,G,6,0,0
SBG6667B,5500,CarPlateMart,6667,4,SBG,B,8,0,1
SLU220D,5500,CarPlateMart,220,3,SLU,D,7,0,1
SNC51X,5500,CarPlateMart,51,2,SNC,X,6,0,0
SJX4000D,5500,CarPlateMart,4000,4,SJX,D,8,0,1
SKX819Y,5500,CarPlateMart,819,3,SKX,Y,7,0,0
SLK9594T,5500,CarPlateMart,9594,4,SLK,T,8,0,0
SFZ8338R,5500,CarPlateMart,8338,4,SFZ,R,8,0,1
SKZ1555S,5500,CarPlateMart,1555,4,SKZ,S,8,0,1
SMR8899Y,5500,CarPlateMart,8899,4,SMR,Y,8,0,1
SMK54H,5488,Carplate,54,2,SMK,H,6,0,0
SKH4444D,5444,SGCarMart,4444,4,SKH,D,8,1,1
SKG2688K,5388,Carplate,2688,4,SKG,K,8,0,1
SNB62U,5388,SGCarMart,62,2,SNB,U,6,0,0
SNB71T,5388,SGCarMart,71,2,SNB,T,6,0,0
SNF9911P,5388,SGCarMart,9911,4,SNF,P,8,0,1
SND71H,5388,SGCarMart,71,2,SND,H,6,0,0
SND62J,5388,SGCarMart,62,2,SND,J,6,0,0
SFF1000R,5333,Carplate,1000,4,SFF,R,8,0,1
SBP5333Z,5333,Carplate,5333,4,SBP,Z,8,0,1
SBH3233J,5333,SGCarMart,3233,4,SBH,J,8,0,1
SFZ525U,5250,Carplate,525,3,SFZ,U,7,0,0
SND4444P,5188,SGCarMart,4444,4,SND,P,8,1,1
SND900R,5188,SGCarMart,900,3,SND,R,7,0,1
SND108L,5188,SGCarMart,108,3,SND,L,7,0,0
SLE8883Y,5188,CarPlateMart,8883,4,SLE,Y,8,0,1
SNC518S,5185,Carplate,518,3,SNC,S,7,0,0
SNA5151T,5151,Carplate,5151,4,SNA,T,8,0,0
SLM135J,5135,SGCarMart,135,3,SLM,J,7,0,0
SJU5115R,5115,CarPlateMart,5115,4,SJU,R,8,0,1
SMN138J,5100,SGCarMart,138,3,SMN,J,7,0,0
SJM5050K,5050,Carplate,5050,4,SJM,K,8,0,0
SNF303D,5000,Carplate,303,3,SNF,D,7,0,0
SFU128J,5000,Carplate,128,3,SFU,J,7,0,0
SFF6818R,5000,Carplate,6818,4,SFF,R,8,0,0
FBH4000H,5000,Carplate,4000,4,FBH,H,8,0,1
SMY9989C,5000,Carplate,9989,4,SMY,C,8,0,1
SGH2272T,5000,Carplate,2272,4,SGH,T,8,0,1
SJQ1115M,5000,Carplate,1115,4,SJQ,M,8,0,1
SJQ955L,5000,Carplate,955,3,SJQ,L,7,0,1
SKP8889K,5000,Carplate,8889,4,SKP,K,8,0,1
SJP5675S,5000,Carplate,5675,4,SJP,S,8,0,0
SNC8866J,5000,Carplate,8866,4,SNC,J,8,0,1
SMU1388K,5000,Carplate,1388,4,SMU,K,8,0,1
SGA678G,5000,Carplate,678,3,SGA,G,7,0,0
SMV882B,5000,Carplate,882,3,SMV,B,7,0,1
SGH2211U,5000,Carplate,2211,4,SGH,U,8,0,1
SGS3933E,5000,Carplate,3933,4,SGS,E,8,0,1
SKZ7778B,5000,Carplate,7778,4,SKZ,B,8,0,1
SGW1331J,5000,Carplate,1331,4,SGW,J,8,0,1
SLE120T,5000,Carplate,120,3,SLE,T,7,0,0
SMH3300T,5000,Carplate,3300,4,SMH,T,8,0,1
SLP2626E,5000,Carplate,2626,4,SLP,E,8,0,0
SGJ155B,5000,Carplate,155,3,SGJ,B,7,0,1
SMV6663C,5000,Carplate,6663,4,SMV,C,8,0,1
SJF73P,5000,Carplate,73,2,SJF,P,6,0,0
SNC51X,5000,Carplate,51,2,SNC,X,6,0,0
SKU5005M,5000,Carplate,5005,4,SKU,M,8,0,1
SFG9977P,5000,Carplate,9977,4,SFG,P,8,0,1
SKN6655S,5000,Carplate,6655,4,SKN,S,8,0,1
SDG1333Z,5000,Carplate,1333,4,SDG,Z,8,0,1
SMT5004Y,5000,Carplate,5004,4,SMT,Y,8,0,1
SLV901S,5000,Carplate,901,3,SLV,S,7,0,0
SKA747T,5000,Carplate,747,3,SKA,T,7,0,0
SLR4022Z,5000,Carplate,4022,4,SLR,Z,8,0,1
SMW8881x,5000,Carplate,8881,4,SMW,x,8,0,1
SMU6461Z,5000,Carplate,6461,4,SMU,Z,8,0,0
SDP2662U,5000,Carplate,2662,4,SDP,U,8,0,1
SLX7667L,5000,Carplate,7667,4,SLX,L,8,0,1
SLL7979A,5000,Carplate,7979,4,SLL,A,8,0,0
SLU6000H,5000,Carplate,6000,4,SLU,H,8,0,1
SBT218K,5000,Carplate,218,3,SBT,K,7,0,0
SKE1180A,5000,Carplate,1180,4,SKE,A,8,0,1
FBN9D,5000,Carplate,9,1,FBN,D,5,0,0
SLV3331S,5000,Carplate,3331,4,SLV,S,8,0,1
SGQ838C,5000,Carplate,838,3,SGQ,C,7,0,0
SJP7711H,5000,Carplate,7711,4,SJP,H,8,0,1
SKD988Z,5000,Carplate,988,3,SKD,Z,7,0,1
SMG1441M,5000,Carplate,1441,4,SMG,M,8,0,1
SMU499E,5000,Carplate,499,3,SMU,E,7,0,1
SJC8868B,5000,Carplate,8868,4,SJC,B,8,0,1
SLT3939A,5000,Carplate,3939,4,SLT,A,8,0,0
SGV878K,5000,Carplate,878,3,SGV,K,7,0,0
SMC9997U,5000,Carplate,9997,4,SMC,U,8,0,1
SMM1312X,5000,Carplate,1312,4,SMM,X,8,0,0
SGG789M,5000,Carplate,789,3,SGG,M,7,0,0
SKF1681r,5000,Carplate,1681,4,SKF,r,8,0,0
SKS930K,5000,Carplate,930,3,SKS,K,7,0,0
SDG2121L,5000,Carplate,2121,4,SDG,L,8,0,0
SMK155A,5000,Carplate,155,3,SMK,A,7,0,1
SJH3300D,5000,Carplate,3300,4,SJH,D,8,0,1
SLN4444K,5000,Carplate,4444,4,SLN,K,8,1,1
SLM200D,5000,Carplate,200,3,SLM,D,7,0,1
SMS9878X,5000,Carplate,9878,4,SMS,X,8,0,0
SKU960M,5000,Carplate,960,3,SKU,M,7,0,0
SCN8787B,5000,Carplate,8787,4,SCN,B,8,0,0
SLV399S,5000,Carplate,399,3,SLV,S,7,0,1
FBD6886B,5000,Carplate,6886,4,FBD,B,8,0,1
SCL9989P,5000,Carplate,9989,4,SCL,P,8,0,1
SLR915Z,5000,Carplate,915,3,SLR,Z,7,0,0
SDH3888X,5000,Carplate,3888,4,SDH,X,8,0,1
SGQ9989R,5000,Carplate,9989,4,SGQ,R,8,0,1
SCX8448C,5000,Carplate,8448,4,SCX,C,8,0,1
SGQ8400D,5000,Carplate,8400,4,SGQ,D,8,0,1
SJM3663E,5000,Carplate,3663,4,SJM,E,8,0,1
SJR2123C,5000,Carplate,2123,4,SJR,C,8,0,0
SJU880Y,5000,Carplate,880,3,SJU,Y,7,0,1
SGM43B,5000,Carplate,43,2,SGM,B,6,0,0
SFA181J,5000,Carplate,181,3,SFA,J,7,0,0
SKC6686K,5000,Carplate,6686,4,SKC,K,8,0,1
SFD1191H,5000,Carplate,1191,4,SFD,H,8,0,1
SJP4410X,5000,Carplate,4410,4,SJP,X,8,0,1
SCH4000X,5000,Carplate,4000,4,SCH,X,8,0,1
SGQ998Z,5000,Carplate,998,3,SGQ,Z,7,0,1
SMK9966S,5000,Carplate,9966,4,SMK,S,8,0,1
AU247H,5000,Carplate,247,3,AU,H,6,0,0
SJG520K,5000,Carplate,520,3,SJG,K,7,0,0
SME64K,5000,Carplate,64,2,SME,K,6,0,0
SJP6663U,5000,Carplate,6663,4,SJP,U,8,0,1
SGN3111L,5000,Carplate,3111,4,SGN,L,8,0,1
SLU4200K,5000,Carplate,4200,4,SLU,K,8,0,1
SKH5656C,5000,Carplate,5656,4,SKH,C,8,0,0
SCR1138A,5000,Carplate,1138,4,SCR,A,8,0,1
SJC3335E,5000,Carplate,3335,4,SJC,E,8,0,1
SLW9771K,5000,Carplate,9771,4,SLW,K,8,0,1
SFT9195K,5000,Carplate,9195,4,SFT,K,8,0,0
SLF62Y,5000,Carplate,62,2,SLF,Y,6,0,0
FBE30M,5000,Carplate,30,2,FBE,M,6,0,0
SGY42P,5000,Carplate,42,2,SGY,P,6,0,0
SLT2224K,5000,Carplate,2224,4,SLT,K,8,0,1
SFN169C,5000,Carplate,169,3,SFN,C,7,0,0
SKE5454J,5000,Carplate,5454,4,SKE,J,8,0,0
SDN2666U,5000,Carplate,2666,4,SDN,U,8,0,1
SFC8811L,5000,Carplate,8811,4,SFC,L,8,0,1
SLF4000A,5000,Carplate,4000,4,SLF,A,8,0,1
SLX8000D,5000,Carplate,8000,4,SLX,D,8,0,1
SDU317D,5000,Carplate,317,3,SDU,D,7,0,0
SLV4655B,5000,Carplate,4655,4,SLV,B,8,0,1
FBG9999Z,5000,Carplate,9999,4,FBG,Z,8,1,1
SLL8838S,5000,Carplate,8838,4,SLL,S,8,0,1
FW23S,5000,Carplate,23,2,FW,S,5,0,0
SJB4088S,5000,Carplate,4088,4,SJB,S,8,0,1
SDV46E,5000,Carplate,46,2,SDV,E,6,0,0
SCQ339Z,5000,Carplate,339,3,SCQ,Z,7,0,1
SGA6838Y,5000,Carplate,6838,4,SGA,Y,8,0,0
SGW6686C,5000,Carplate,6686,4,SGW,C,8,0,1
SDZ9696Z,5000,Carplate,9696,4,SDZ,Z,8,0,0
SCX9666H,5000,Carplate,9666,4,SCX,H,8,0,1
SKQ41L,5000,SGCarMart,41,2,SKQ,L,6,0,0
