,CarPlate,Price,Company,Number,Number of digits,Front Characters,Suffix characters,Total number of characters,Same digit througout,Sub repeated digits,Auspicious,First Letter,suffix_number,first_letter,Antique,Price Range,Natural_break,number_group
1173,SBB9993R,9993,CarPlateMart,9993,4,SBB,R,8,0,1,0,S,8,18,0,9,3,50
1174,SKT42T,9988,Carplate,42,2,SKT,T,6,0,0,0,S,6,18,0,9,3,1
1175,SMJ97P,9988,CarPlateMart,97,2,SMJ,P,6,0,0,0,S,9,18,0,9,3,2
1176,EX1028D,9888,Carplate,1028,4,EX,D,7,0,0,1,E,17,4,1,9,3,10
1177,SKR86C,9888,Carplate,86,2,SKR,C,6,0,0,1,S,18,18,0,9,3,2
1178,SGY911G,9888,Carplate,911,3,SGY,G,7,0,1,0,S,15,18,0,9,3,9
1179,SMZ8005T,9888,Carplate,8005,4,SMZ,T,8,0,1,1,S,6,18,0,9,3,40
1181,SMW98T,9888,Carplate,98,2,SMW,T,6,0,0,1,S,6,18,0,9,3,2
1182,SDV78M,9888,Carplate,78,2,SDV,M,6,0,0,1,S,10,18,0,9,3,2
1183,SMC168E,9888,Carplate,168,3,SMC,E,7,0,0,1,S,16,18,0,9,3,3
1184,SFN50K,9888,Carplate,50,2,SFN,K,6,0,0,0,S,12,18,0,9,3,1
1185,SMS25A,9888,Carplate,25,2,SMS,A,6,0,0,0,S,1,18,0,9,3,1
1186,SBQ811M,9888,Carplate,811,3,SBQ,M,7,0,1,1,S,10,18,0,9,3,8
1187,SLU232U,9888,Carplate,232,3,SLU,U,7,0,0,0,S,5,18,0,9,3,3
1188,SMD35A,9888,Carplate,35,2,SMD,A,6,0,0,0,S,1,18,0,9,3,1
1189,GBA68B,9888,SGCarMart,68,2,GBA,B,6,0,0,1,G,19,6,0,9,3,2
1190,SBA6060H,9888,SGCarMart,6060,4,SBA,H,8,0,0,0,S,14,18,0,9,3,32
1191,SLT600X,9888,SGCarMart,600,3,SLT,X,7,0,1,0,S,4,18,0,9,3,7
1192,ES8002H,9888,SGCarMart,8002,4,ES,H,7,0,1,1,E,14,4,1,9,3,40
1193,SNE81Z,9888,SGCarMart,81,2,SNE,Z,6,0,0,1,S,2,18,0,9,3,2
1194,SGS880T,9888,CarPlateMart,880,3,SGS,T,7,0,1,1,S,6,18,0,9,3,9
1198,SNB25C,9800,SGCarMart,25,2,SNB,C,6,0,0,0,S,18,18,0,9,3,1
1199,SNB32G,9800,SGCarMart,32,2,SNB,G,6,0,0,0,S,15,18,0,9,3,1
1200,SGH37U,9800,SGCarMart,37,2,SGH,U,6,0,0,0,S,5,18,0,9,3,1
1201,SMM84K,9800,SGCarMart,84,2,SMM,K,6,0,0,1,S,12,18,0,9,3,2
1202,SKW85D,9800,SGCarMart,85,2,SKW,D,6,0,0,1,S,17,18,0,9,3,2
1203,SMN35Y,9800,SGCarMart,35,2,SMN,Y,6,0,0,0,S,3,18,0,9,3,1
1204,SNF73S,9800,SGCarMart,73,2,SNF,S,6,0,0,0,S,7,18,0,9,3,2
1205,SKK2727K,9800,SGCarMart,2727,4,SKK,K,8,0,0,0,S,12,18,0,9,3,18
1206,SKE35T,9800,CarPlateMart,35,2,SKE,T,6,0,0,0,S,6,18,0,9,3,1
1207,ES3863Y,9800,CarPlateMart,3863,4,ES,Y,7,0,0,1,E,3,4,1,9,3,24
1208,SND5555X,9800,CarPlateMart,5555,4,SND,X,8,1,1,0,S,4,18,0,9,3,30
1209,SMW222B,9800,CarPlateMart,222,3,SMW,B,7,1,1,0,S,19,18,0,9,3,3
1210,SFC79L,9800,CarPlateMart,79,2,SFC,L,6,0,0,0,S,11,18,0,9,3,2
1211,SFM5555T,9800,CarPlateMart,5555,4,SFM,T,8,1,1,0,S,6,18,0,9,3,30
1212,SMU93S,9800,CarPlateMart,93,2,SMU,S,6,0,0,0,S,7,18,0,9,3,2
1213,SDV65A,9800,CarPlateMart,65,2,SDV,A,6,0,0,0,S,1,18,0,9,3,2
1214,SLD222M,9800,CarPlateMart,222,3,SLD,M,7,1,1,0,S,10,18,0,9,3,3
1215,SGB45C,9800,CarPlateMart,45,2,SGB,C,6,0,0,0,S,18,18,0,9,3,1
1216,SDJ979B,9779,Carplate,979,3,SDJ,B,7,0,0,0,S,19,18,0,9,3,10
1217,SLH9777Z,9777,Carplate,9777,4,SLH,Z,8,0,1,0,S,2,18,0,9,3,49
1218,SMR6969S,9699,Carplate,6969,4,SMR,S,8,0,0,0,S,7,18,0,9,3,36
1219,SGA9690K,9690,Carplate,9690,4,SGA,K,8,0,0,0,S,12,18,0,9,3,49
1220,SGP616G,9666,Carplate,616,3,SGP,G,7,0,0,0,S,15,18,0,9,3,7
1221,SFN9666A,9666,Carplate,9666,4,SFN,A,8,0,1,0,S,1,18,0,9,3,49
1222,SJB9666R,9666,Carplate,9666,4,SJB,R,8,0,1,0,S,8,18,0,9,3,49
1223,SLP96Y,9600,CarPlateMart,96,2,SLP,Y,6,0,0,0,S,3,18,0,9,3,2
1224,GV58K,9580,Carplate,58,2,GV,K,5,0,0,1,G,12,6,0,9,3,2
1225,SGG808S,9500,Carplate,808,3,SGG,S,7,0,0,1,S,7,18,0,9,3,8
1226,SLP320A,9500,Carplate,320,3,SLP,A,7,0,0,0,S,1,18,0,9,3,4
1227,SMP81C,9400,SGCarMart,81,2,SMP,C,6,0,0,1,S,18,18,0,9,3,2
1228,SLS94L,9400,CarPlateMart,94,2,SLS,L,6,0,0,0,S,11,18,0,9,3,2
1229,SNB3333T,9333,SGCarMart,3333,4,SNB,T,8,1,1,0,S,6,18,0,9,3,22
1230,SMU93S,9300,Carplate,93,2,SMU,S,6,0,0,0,S,7,18,0,9,3,2
1231,SNE80B,9300,SGCarMart,80,2,SNE,B,6,0,0,1,S,19,18,0,9,3,2
1233,SLJ36C,9188,Carplate,36,2,SLJ,C,6,0,0,0,S,18,18,0,9,3,1
1234,SMT70M,9100,SGCarMart,70,2,SMT,M,6,0,0,0,S,10,18,0,9,3,2
1235,SKW2133K,9000,Carplate,2133,4,SKW,K,8,0,1,0,S,12,18,0,8,3,15
1236,SLN84S,9000,Carplate,84,2,SLN,S,6,0,0,1,S,7,18,0,8,3,2
1237,AU9188K,9000,Carplate,9188,4,AU,K,7,0,1,1,A,12,0,0,8,3,47
1238,SFH3838S,9000,Carplate,3838,4,SFH,S,8,0,0,1,S,7,18,0,8,3,24
1239,SJE988E,9000,Carplate,988,3,SJE,E,7,0,1,1,S,16,18,0,8,3,10
1240,SJM988M,9000,Carplate,988,3,SJM,M,7,0,1,1,S,10,18,0,8,3,10
1241,SBE9000R,9000,Carplate,9000,4,SBE,R,8,0,1,0,S,8,18,0,8,3,46
1242,SGU53D,9000,Carplate,53,2,SGU,D,6,0,0,0,S,17,18,0,8,3,1
1243,SJQ90G,9000,SGCarMart,90,2,SJQ,G,6,0,0,0,S,15,18,0,8,3,2
1244,SMQ4446C,9000,CarPlateMart,4446,4,SMQ,C,8,0,1,0,S,18,18,0,8,3,26
1245,SLE8999Y,8999,Carplate,8999,4,SLE,Y,8,0,1,1,S,3,18,0,8,3,46
1246,SMA8999G,8999,Carplate,8999,4,SMA,G,8,0,1,1,S,15,18,0,8,3,46
1247,SLV94X,8999,CarPlateMart,94,2,SLV,X,6,0,0,0,S,4,18,0,8,3,2
1248,SGT8988J,8988,Carplate,8988,4,SGT,J,8,0,1,1,S,13,18,0,8,3,46
1249,SKP139U,8900,Carplate,139,3,SKP,U,7,0,0,0,S,5,18,0,8,3,2
1250,SMW98T,8900,CarPlateMart,98,2,SMW,T,6,0,0,1,S,6,18,0,8,3,2
1251,SMW8889A,8889,Carplate,8889,4,SMW,A,8,0,1,1,S,1,18,0,8,3,45
1252,SBV1868S,8889,Carplate,1868,4,SBV,S,8,0,0,1,S,7,18,0,8,3,14
1253,SLR444R,8888,Carplate,444,3,SLR,R,7,1,1,0,S,8,18,0,8,3,5
1254,SLG80P,8888,Carplate,80,2,SLG,P,6,0,0,1,S,9,18,0,8,3,2
1255,SMJ60U,8888,Carplate,60,2,SMJ,U,6,0,0,0,S,5,18,0,8,3,2
1256,SGN369E,8888,Carplate,369,3,SGN,E,7,0,0,0,S,16,18,0,8,3,5
1257,SKL40R,8888,Carplate,40,2,SKL,R,6,0,0,0,S,8,18,0,8,3,1
1258,SMJ83D,8888,Carplate,83,2,SMJ,D,6,0,0,1,S,17,18,0,8,3,2
1259,SMY1888M,8888,Carplate,1888,4,SMY,M,8,0,1,1,S,10,18,0,8,3,14
1260,GBK6C,8888,Carplate,6,1,GBK,C,5,0,0,0,G,18,6,0,8,3,1
1261,SBK558B,8888,Carplate,558,3,SBK,B,7,0,1,1,S,19,18,0,8,3,6
1262,SLV34U,8888,Carplate,34,2,SLV,U,6,0,0,0,S,5,18,0,8,3,1
1263,SGL67L,8888,Carplate,67,2,SGL,L,6,0,0,0,S,11,18,0,8,3,2
1264,SNC14D,8888,Carplate,14,2,SNC,D,6,0,0,0,S,17,18,0,8,3,1
1265,SMV97B,8888,Carplate,97,2,SMV,B,6,0,0,0,S,19,18,0,8,3,2
1266,SMK51R,8888,Carplate,51,2,SMK,R,6,0,0,0,S,8,18,0,8,3,1
1267,SLC8322K,8888,Carplate,8322,4,SLC,K,8,0,1,1,S,12,18,0,8,3,42
1268,SCU2727C,8888,Carplate,2727,4,SCU,C,8,0,0,0,S,18,18,0,8,3,18
1269,SDV1088C,8888,Carplate,1088,4,SDV,C,8,0,1,1,S,18,18,0,8,3,11
1270,SKS1000M,8888,Carplate,1000,4,SKS,M,8,0,1,0,S,10,18,0,8,3,10
1271,SCL59H,8888,Carplate,59,2,SCL,H,6,0,0,0,S,14,18,0,8,3,2
1273,SGX82D,8888,Carplate,82,2,SGX,D,6,0,0,1,S,17,18,0,8,3,2
1274,SKX87T,8888,Carplate,87,2,SKX,T,6,0,0,1,S,6,18,0,8,3,2
1275,SMT444T,8888,Carplate,444,3,SMT,T,7,1,1,0,S,6,18,0,8,3,5
1276,SBQ7577T,8888,Carplate,7577,4,SBQ,T,8,0,1,0,S,6,18,0,8,3,38
1277,SBY6300P,8888,Carplate,6300,4,SBY,P,8,0,1,0,S,9,18,0,8,3,33
1278,SNC444X,8888,Carplate,444,3,SNC,X,7,1,1,0,S,4,18,0,8,3,5
1279,EU2628G,8888,Carplate,2628,4,EU,G,7,0,0,1,E,15,4,1,8,3,18
1280,EJ9443J,8888,Carplate,9443,4,EJ,J,7,0,1,0,E,13,4,1,8,3,48
1281,SGU92R,8888,Carplate,92,2,SGU,R,6,0,0,0,S,8,18,0,8,3,2
1282,SJE1133Z,8888,Carplate,1133,4,SJE,Z,8,0,1,0,S,2,18,0,8,3,11
1283,SBU94U,8888,Carplate,94,2,SBU,U,6,0,0,0,S,5,18,0,8,3,2
1284,EN7456P,8888,Carplate,7456,4,EN,P,7,0,0,0,E,9,4,1,8,3,38
1285,SMD6999D,8888,Carplate,6999,4,SMD,D,8,0,1,0,S,17,18,0,8,3,36
1286,SNA5888B,8888,Carplate,5888,4,SNA,B,8,0,1,1,S,19,18,0,8,3,31
1287,SMT3444Z,8888,Carplate,3444,4,SMT,Z,8,0,1,0,S,2,18,0,8,3,22
1288,SKL3323E,8888,Carplate,3323,4,SKL,E,8,0,1,0,S,16,18,0,8,3,22
1290,SMR4449P,8888,Carplate,4449,4,SMR,P,8,0,1,0,S,9,18,0,8,3,26
1291,SMX96T,8888,Carplate,96,2,SMX,T,6,0,0,0,S,6,18,0,8,3,2
1292,SBV3883J,8888,Carplate,3883,4,SBV,J,8,0,1,1,S,13,18,0,8,3,24
1293,SMX1000M,8888,Carplate,1000,4,SMX,M,8,0,1,0,S,10,18,0,8,3,10
1294,SKB480G,8888,Carplate,480,3,SKB,G,7,0,0,1,S,15,18,0,8,3,6
1295,SBY998R,8888,Carplate,998,3,SBY,R,7,0,1,1,S,8,18,0,8,3,10
1296,SKV2888X,8888,Carplate,2888,4,SKV,X,8,0,1,1,S,4,18,0,8,3,19
1297,SCL5335C,8888,Carplate,5335,4,SCL,C,8,0,1,0,S,18,18,0,8,3,29
1298,SLW8101B,8888,Carplate,8101,4,SLW,B,8,0,0,1,S,19,18,0,8,3,41
1299,SKQ39U,8888,Carplate,39,2,SKQ,U,6,0,0,0,S,5,18,0,8,3,1
1300,SJU8880U,8888,Carplate,8880,4,SJU,U,8,0,1,1,S,5,18,0,8,3,45
1301,GT72D,8888,Carplate,72,2,GT,D,5,0,0,0,G,17,6,0,8,3,2
1302,SMM669Z,8888,Carplate,669,3,SMM,Z,7,0,1,0,S,2,18,0,8,3,7
1303,SBU3888B,8888,Carplate,3888,4,SBU,B,8,0,1,1,S,19,18,0,8,3,24
1304,SJY8838Y,8888,Carplate,8838,4,SJY,Y,8,0,1,1,S,3,18,0,8,3,45
1305,SBV9595b,8888,Carplate,9595,4,SBV,b,8,0,0,0,S,,18,0,8,3,49
1306,SBZ9911B,8888,Carplate,9911,4,SBZ,B,8,0,1,0,S,19,18,0,8,3,50
1307,SGY188C,8888,Carplate,188,3,SGY,C,7,0,1,1,S,18,18,0,8,3,3
1308,SKL688Y,8888,Carplate,688,3,SKL,Y,7,0,1,1,S,3,18,0,8,3,7
1309,SDT65K,8888,Carplate,65,2,SDT,K,6,0,0,0,S,12,18,0,8,3,2
1310,SJS3322H,8888,Carplate,3322,4,SJS,H,8,0,1,0,S,14,18,0,8,3,22
1311,SBT3838B,8888,Carplate,3838,4,SBT,B,8,0,0,1,S,19,18,0,8,3,24
1312,SMJ118M,8888,Carplate,118,3,SMJ,M,7,0,1,1,S,10,18,0,8,3,2
1313,SBL93U,8888,Carplate,93,2,SBL,U,6,0,0,0,S,5,18,0,8,3,2
1314,SBT421P,8888,Carplate,421,3,SBT,P,7,0,0,0,S,9,18,0,8,3,5
1315,SBM4848C,8888,Carplate,4848,4,SBM,C,8,0,0,1,S,18,18,0,8,3,27
1317,SGD8333H,8888,Carplate,8333,4,SGD,H,8,0,1,1,S,14,18,0,8,3,42
1318,SBL24U,8888,Carplate,24,2,SBL,U,6,0,0,0,S,5,18,0,8,3,1
1319,SLB49H,8888,Carplate,49,2,SLB,H,6,0,0,0,S,14,18,0,8,3,1
1320,SDP169R,8888,Carplate,169,3,SDP,R,7,0,0,0,S,8,18,0,8,3,3
1321,SJJ8787P,8888,Carplate,8787,4,SJJ,P,8,0,0,1,S,9,18,0,8,3,45
1322,SCV1212Y,8888,Carplate,1212,4,SCV,Y,8,0,0,0,S,3,18,0,8,3,11
1323,SGE2222D,8888,Carplate,2222,4,SGE,D,8,1,1,0,S,17,18,0,8,3,16
1324,SFG4444T,8888,Carplate,4444,4,SFG,T,8,1,1,0,S,6,18,0,8,3,26
1325,SGT1199R,8888,Carplate,1199,4,SGT,R,8,0,1,0,S,8,18,0,8,3,11
1326,AZ7077J,8888,Carplate,7077,4,AZ,J,7,0,1,0,A,13,0,0,8,3,37
1327,SNC32B,8888,SGCarMart,32,2,SNC,B,6,0,0,0,S,19,18,0,8,3,1
1328,SGV80U,8888,SGCarMart,80,2,SGV,U,6,0,0,1,S,5,18,0,8,3,2
1329,SFX444E,8888,SGCarMart,444,3,SFX,E,7,1,1,0,S,16,18,0,8,3,5
1330,SBT3332T,8888,SGCarMart,3332,4,SBT,T,8,0,1,0,S,6,18,0,8,3,22
1331,SKL444J,8888,SGCarMart,444,3,SKL,J,7,1,1,0,S,13,18,0,8,3,5
1332,SCA41R,8888,CarPlateMart,41,2,SCA,R,6,0,0,0,S,8,18,0,8,3,1
1333,SBK588B,8888,CarPlateMart,588,3,SBK,B,7,0,1,1,S,19,18,0,8,3,6
1334,SKD86B,8888,CarPlateMart,86,2,SKD,B,6,0,0,1,S,19,18,0,8,3,2
1335,SKJ86U,8888,CarPlateMart,86,2,SKJ,U,6,0,0,1,S,5,18,0,8,3,2
1336,SDV1088C,8888,CarPlateMart,1088,4,SDV,C,8,0,1,1,S,18,18,0,8,3,11
1337,SFA37T,8888,CarPlateMart,37,2,SFA,T,6,0,0,0,S,6,18,0,8,3,1
1338,SDR878S,8888,CarPlateMart,878,3,SDR,S,7,0,0,1,S,7,18,0,8,3,9
1339,SKF250H,8888,CarPlateMart,250,3,SKF,H,7,0,0,0,S,14,18,0,8,3,3
1340,SGC65P,8888,CarPlateMart,65,2,SGC,P,6,0,0,0,S,9,18,0,8,3,2
1341,SJL228D,8888,CarPlateMart,228,3,SJL,D,7,0,1,1,S,17,18,0,8,3,3
1342,SJE1133Z,8888,CarPlateMart,1133,4,SJE,Z,8,0,1,0,S,2,18,0,8,3,11
1343,SBW188Y,8888,CarPlateMart,188,3,SBW,Y,7,0,1,1,S,3,18,0,8,3,3
1344,SMG1882Z,8888,CarPlateMart,1882,4,SMG,Z,8,0,1,1,S,2,18,0,8,3,14
1345,SMX96T,8888,CarPlateMart,96,2,SMX,T,6,0,0,0,S,6,18,0,8,3,2
1346,SLD1818M,8888,CarPlateMart,1818,4,SLD,M,8,0,0,1,S,10,18,0,8,3,14
1347,SGE180D,8888,CarPlateMart,180,3,SGE,D,7,0,0,1,S,17,18,0,8,3,3
1348,SMV1680K,8888,CarPlateMart,1680,4,SMV,K,8,0,0,1,S,12,18,0,8,3,13
1349,SCL5335C,8888,CarPlateMart,5335,4,SCL,C,8,0,1,0,S,18,18,0,8,3,29
1350,SBJ36X,8888,CarPlateMart,36,2,SBJ,X,6,0,0,0,S,4,18,0,8,3,1
1351,SMR8383T,8888,CarPlateMart,8383,4,SMR,T,8,0,0,1,S,6,18,0,8,3,43
1352,SKA3838U,8888,CarPlateMart,3838,4,SKA,U,8,0,0,1,S,5,18,0,8,3,24
1353,SFQ32Y,8888,CarPlateMart,32,2,SFQ,Y,6,0,0,0,S,3,18,0,8,3,1
1354,SKJ61R,8888,CarPlateMart,61,2,SKJ,R,6,0,0,0,S,8,18,0,8,3,2
1355,SKD92L,8888,CarPlateMart,92,2,SKD,L,6,0,0,0,S,11,18,0,8,3,2
1356,SGS8883H,8883,Carplate,8883,4,SGS,H,8,0,1,1,S,14,18,0,8,3,45
1357,SGA8868Y,8868,Carplate,8868,4,SGA,Y,8,0,1,1,S,3,18,0,8,3,45
1358,SMW444C,8866,CarPlateMart,444,3,SMW,C,7,1,1,0,S,18,18,0,8,3,5
1359,SLJ8828G,8828,Carplate,8828,4,SLJ,G,8,0,1,1,S,15,18,0,8,3,45
1360,SLE2182B,8828,Carplate,2182,4,SLE,B,8,0,0,1,S,19,18,0,8,3,16
1362,SDN8188T,8818,Carplate,8188,4,SDN,T,8,0,1,1,S,6,18,0,8,3,41
1363,SJA14L,8800,Carplate,14,2,SJA,L,6,0,0,0,S,11,18,0,8,3,1
1364,SBW8800K,8800,Carplate,8800,4,SBW,K,8,0,1,1,S,12,18,0,8,3,45
1365,SGK2282Z,8800,Carplate,2282,4,SGK,Z,8,0,1,1,S,2,18,0,8,3,16
1366,SMH5100R,8800,Carplate,5100,4,SMH,R,8,0,1,0,S,8,18,0,8,3,28
1367,GBL6666C,8800,Carplate,6666,4,GBL,C,8,1,1,0,G,18,6,0,8,3,34
1368,SGF70H,8800,Carplate,70,2,SGF,H,6,0,0,0,S,14,18,0,8,3,2
1369,SFM8800R,8800,Carplate,8800,4,SFM,R,8,0,1,1,S,8,18,0,8,3,45
1370,SKN1151L,8800,Carplate,1151,4,SKN,L,8,0,1,0,S,11,18,0,8,3,11
1371,SMH8989Z,8800,Carplate,8989,4,SMH,Z,8,0,0,1,S,2,18,0,8,3,46
1372,GX13D,8800,Carplate,13,2,GX,D,5,0,0,0,G,17,6,0,8,3,1
1373,SKP892C,8800,Carplate,892,3,SKP,C,7,0,0,1,S,18,18,0,8,3,9
1374,SNC35T,8800,SGCarMart,35,2,SNC,T,6,0,0,0,S,6,18,0,8,3,1
1375,SNB82L,8800,SGCarMart,82,2,SNB,L,6,0,0,1,S,11,18,0,8,3,2
1376,SKL900J,8800,SGCarMart,900,3,SKL,J,7,0,1,0,S,13,18,0,8,3,9
1377,SFG50Y,8800,SGCarMart,50,2,SFG,Y,6,0,0,0,S,3,18,0,8,3,1
1378,SBQ46E,8800,SGCarMart,46,2,SBQ,E,6,0,0,0,S,16,18,0,8,3,1
1379,SBC1008H,8800,SGCarMart,1008,4,SBC,H,8,0,1,1,S,14,18,0,8,3,10
1380,SNF75L,8800,SGCarMart,75,2,SNF,L,6,0,0,0,S,11,18,0,8,3,2
1381,SNF93J,8800,SGCarMart,93,2,SNF,J,6,0,0,0,S,13,18,0,8,3,2
1382,SNE87H,8800,SGCarMart,87,2,SNE,H,6,0,0,1,S,14,18,0,8,3,2
1383,SNF57P,8800,SGCarMart,57,2,SNF,P,6,0,0,0,S,9,18,0,8,3,1
1384,SNF444E,8800,SGCarMart,444,3,SNF,E,7,1,1,0,S,16,18,0,8,3,5
1385,SNF25G,8800,SGCarMart,25,2,SNF,G,6,0,0,0,S,15,18,0,8,3,1
1386,SNE39Y,8800,SGCarMart,39,2,SNE,Y,6,0,0,0,S,3,18,0,8,3,1
1387,SNE31T,8800,SGCarMart,31,2,SNE,T,6,0,0,0,S,6,18,0,8,3,1
1388,SGK3838M,8800,CarPlateMart,3838,4,SGK,M,8,0,0,1,S,10,18,0,8,3,24
1389,SMD35A,8800,CarPlateMart,35,2,SMD,A,6,0,0,0,S,1,18,0,8,3,1
1390,SKE17X,8787,SGCarMart,17,2,SKE,X,6,0,0,0,S,4,18,0,8,3,1
1391,SMV8686Z,8686,CarPlateMart,8686,4,SMV,Z,8,0,0,1,S,2,18,0,8,3,44
1392,SJY1668S,8668,Carplate,1668,4,SJY,S,8,0,1,1,S,7,18,0,8,3,13
1393,SLS866B,8668,CarPlateMart,866,3,SLS,B,7,0,1,1,S,19,18,0,8,3,9
1394,SMG858B,8588,CarPlateMart,858,3,SMG,B,7,0,0,1,S,19,18,0,8,3,9
1395,SLT8555R,8555,Carplate,8555,4,SLT,R,8,0,1,1,S,8,18,0,8,3,44
1396,SFV52M,8555,CarPlateMart,52,2,SFV,M,6,0,0,0,S,10,18,0,8,3,1
1397,SJR1717X,8500,Carplate,1717,4,SJR,X,8,0,0,0,S,4,18,0,8,3,13
1398,SBK8448H,8448,SGCarMart,8448,4,SBK,H,8,0,1,1,S,14,18,0,8,3,43
1399,SLK8444A,8444,Carplate,8444,4,SLK,A,8,0,1,1,S,1,18,0,8,3,43
1400,SLK8444A,8444,CarPlateMart,8444,4,SLK,A,8,0,1,1,S,1,18,0,8,3,43
1401,SMP73B,8400,SGCarMart,73,2,SMP,B,6,0,0,0,S,19,18,0,8,3,2
1402,SBL9899C,8388,SGCarMart,9899,4,SBL,C,8,0,1,1,S,18,18,0,8,3,50
1403,SGB8333T,8333,CarPlateMart,8333,4,SGB,T,8,0,1,1,S,6,18,0,8,3,42
1404,ET6265Z,8300,SGCarMart,6265,4,ET,Z,7,0,0,0,E,2,4,1,8,3,33
1405,SGC222C,8300,CarPlateMart,222,3,SGC,C,7,1,1,0,S,18,18,0,8,3,3
1406,SFF8288G,8288,CarPlateMart,8288,4,SFF,G,8,0,1,1,S,15,18,0,8,3,42
1407,SLP8228G,8228,Carplate,8228,4,SLP,G,8,0,1,1,S,15,18,0,8,3,42
1408,SGA2228J,8222,Carplate,2228,4,SGA,J,8,0,1,1,S,13,18,0,8,3,16
1409,SNB78A,8188,Carplate,78,2,SNB,A,6,0,0,1,S,1,18,0,8,3,2
1410,SJH8184P,8184,Carplate,8184,4,SJH,P,8,0,0,1,S,9,18,0,8,3,41
1411,SBF8181C,8181,Carplate,8181,4,SBF,C,8,0,0,1,S,18,18,0,8,3,41
1412,SDH8181T,8181,Carplate,8181,4,SDH,T,8,0,0,1,S,6,18,0,8,3,41
1413,SMH8108A,8108,Carplate,8108,4,SMH,A,8,0,0,1,S,1,18,0,8,3,41
1414,SMM8100U,8100,Carplate,8100,4,SMM,U,8,0,1,1,S,5,18,0,8,3,41
1415,SMP65A,8100,SGCarMart,65,2,SMP,A,6,0,0,0,S,1,18,0,8,3,2
1416,SMD71U,8100,SGCarMart,71,2,SMD,U,6,0,0,0,S,5,18,0,8,3,2
1417,SLJ881X,8100,CarPlateMart,881,3,SLJ,X,7,0,1,1,S,4,18,0,8,3,9
1418,SLU53U,8088,CarPlateMart,53,2,SLU,U,6,0,0,0,S,5,18,0,8,3,1
1419,SFJ8081P,8081,Carplate,8081,4,SFJ,P,8,0,0,1,S,9,18,0,8,3,41
1420,SCF8028B,8028,Carplate,8028,4,SCF,B,8,0,0,1,S,19,18,0,8,3,40
1421,SDK8010M,8010,Carplate,8010,4,SDK,M,8,0,0,1,S,10,18,0,8,3,40
1422,SMD1198G,8000,Carplate,1198,4,SMD,G,8,0,1,1,S,15,18,0,7,3,11
1423,SNF58L,8000,Carplate,58,2,SNF,L,6,0,0,1,S,11,18,0,7,3,2
1424,SKL7700Z,8000,Carplate,7700,4,SKL,Z,8,0,1,0,S,2,18,0,7,3,39
1425,SKJ86U,8000,Carplate,86,2,SKJ,U,6,0,0,1,S,5,18,0,7,3,2
1426,SKD86B,8000,Carplate,86,2,SKD,B,6,0,0,1,S,19,18,0,7,3,2
1427,SJV50X,8000,Carplate,50,2,SJV,X,6,0,0,0,S,4,18,0,7,3,1
1428,SND4228Y,8000,Carplate,4228,4,SND,Y,8,0,1,1,S,3,18,0,7,3,25
1429,SLD93T,8000,Carplate,93,2,SLD,T,6,0,0,0,S,6,18,0,7,3,2
1430,SGN35T,8000,Carplate,35,2,SGN,T,6,0,0,0,S,6,18,0,7,3,1
1431,SDA6500G,8000,Carplate,6500,4,SDA,G,8,0,1,0,S,15,18,0,7,3,33
1432,SLU53U,8000,Carplate,53,2,SLU,U,6,0,0,0,S,5,18,0,7,3,1
1433,SKK6911T,8000,Carplate,6911,4,SKK,T,8,0,1,0,S,6,18,0,7,3,36
1434,SDU45M,8000,Carplate,45,2,SDU,M,6,0,0,0,S,10,18,0,7,3,1
1435,SKE54M,8000,Carplate,54,2,SKE,M,6,0,0,0,S,10,18,0,7,3,1
1436,SDK3030M,8000,Carplate,3030,4,SDK,M,8,0,0,0,S,10,18,0,7,3,20
1437,SJM61L,8000,Carplate,61,2,SJM,L,6,0,0,0,S,11,18,0,7,3,2
1438,SMU511C,8000,Carplate,511,3,SMU,C,7,0,1,0,S,18,18,0,7,3,6
1439,SKR93G,8000,Carplate,93,2,SKR,G,6,0,0,0,S,15,18,0,7,3,2
1440,SJD45G,8000,Carplate,45,2,SJD,G,6,0,0,0,S,15,18,0,7,3,1
1441,SKW4424H,8000,Carplate,4424,4,SKW,H,8,0,1,0,S,14,18,0,7,3,26
1442,SMZ1800K,8000,Carplate,1800,4,SMZ,K,8,0,1,1,S,12,18,0,7,3,14
1443,SMD3842S,8000,Carplate,3842,4,SMD,S,8,0,0,1,S,7,18,0,7,3,24
1444,SMM4422S,8000,Carplate,4422,4,SMM,S,8,0,1,0,S,7,18,0,7,3,26
1445,SMG7999G,8000,Carplate,7999,4,SMG,G,8,0,1,0,S,15,18,0,7,3,40
1446,SGV8833L,8000,Carplate,8833,4,SGV,L,8,0,1,1,S,11,18,0,7,3,45
1447,SMM655M,8000,Carplate,655,3,SMM,M,7,0,1,0,S,10,18,0,7,3,7
1448,SJC778E,8000,Carplate,778,3,SJC,E,7,0,1,1,S,16,18,0,7,3,8
1449,SLB800E,8000,Carplate,800,3,SLB,E,7,0,1,1,S,16,18,0,7,3,8
1450,SKP1161Y,8000,Carplate,1161,4,SKP,Y,8,0,1,0,S,3,18,0,7,3,11
1451,SLT3733B,8000,Carplate,3733,4,SLT,B,8,0,1,0,S,19,18,0,7,3,24
1452,SMK78P,8000,Carplate,78,2,SMK,P,6,0,0,1,S,9,18,0,7,3,2
1453,SJJ53B,8000,Carplate,53,2,SJJ,B,6,0,0,0,S,19,18,0,7,3,1
